UN_108_em_177	y_1 y_2 + y_2 y_1 =0
UN_116_em_324	b_{1}b_{2}b_{3}b_{4}
UN_457_em_750	\frac{2}{3}(3 \pm 4\sqrt{6}c+4c^2)
UN_116_em_338	x^2\log x
UN_461_em_860	x^5 = r \sin\theta\sin\phi\cos\alpha
UN_106_em_136	C_{xx}=C_{xy}C_{yx}
UN_455_em_723	\pi\pi
UN_112_em_283	(9+1)-(5+5)-(1+9)
UN_129_em_1037	[ab]=\frac{1}{2}(ab-ba)
UN_112_em_272	x^n+y^n+z^n=0
UN_104_em_78	\frac{21}{4(k+6)}+\frac{3}{4(k+2)}
UN_122_em_478	x\rightarrow\frac{x-bx^{2}}{1-2bx+b^{2}x^{2}}
UN_464_em_948	-E_0 \leq E \leq E_0
UN_102_em_35	\frac{l}{x}
UN_122_em_485	\alpha_{xy}e_xe_y+\alpha_{yy}e_y^2
UN_116_em_341	y=y(x)
UN_105_em_124	a_1(y)^2 + c_1(y)^2
UN_460_em_825	\frac{527}{72(k+12)}+\frac{1}{72k}
UN_128_em_1002	\sum_i H_i H_{ii}=0
UN_109_em_221	\sum_bk_b
UN_125_em_563	2(-1)^{ab}+(-1)^{a+b}=(-1)^{a}+(-1)^{b}+1
UN_466_em_978	y^i y^j = y^{i+j}
UN_106_em_134	x \neq a
UN_463_em_904	r=\sqrt{x_1^2+x_2^2+x_3^2+x_4^2}
UN_126_em_580	\frac{n}{k+n+1}
UN_460_em_831	7+7
UN_118_em_390	(a-b)-(k-b-c) \times (a-b) = (a-k+c) \times (a-b)
UN_463_em_907	r=k\sqrt{x_1^2+x_2^2+x_3^2}
UN_133_em_1127	-2+\frac{v-2}{v}\log(1-v)
UN_466_em_997	C_{xx}
UN_129_em_1033	R^n+\ldots
UN_451_em_622	n \geq 9
UN_452_em_626	c_a(x_a)
UN_125_em_545	f(x)-1+\sum_n x^n b_n(f)
UN_465_em_959	\lim_{t\rightarrow 0} e^{-a/t}/t^n=0
UN_103_em_65	\sin^2 \sigma
UN_129_em_1031	\left\{ x,y \right\} = x \times y + y \times x
UN_120_em_432	s_i=\sin\theta_i
UN_452_em_630	\sum\alpha=0
UN_128_em_1009	\frac {9}{ 4} (3x^3-1) x^{-1}
UN_113_em_288	x_1^2+x_2^2+x_3^2=x_1x_2x_3
UN_122_em_470	Y_0 + Y_4 + Y_8 + \ldots
UN_456_em_734	696 729 600
UN_102_em_32	(3.1.5)
UN_127_em_600	x=[x]{+}f_x
UN_454_em_685	\sum d_{n} = \sum d_{x} = 399
UN_466_em_984	\frac{9-4\sqrt{3}}{33}
UN_108_em_187	y_0\leq y\leq L
UN_466_em_986	2\sum_m \frac{\sin m x}{m} = \pi - x
UN_104_em_87	\int \sqrt{g}R^{2}
UN_454_em_697	(10+2)-(6+6)-(2+10)
UN_102_em_41	n \log n
UN_109_em_207	kx=k_0x^0+k_1x^1
UN_460_em_838	r=\sqrt{x_{6}^2+x_{7}^2+x_{8}^2+x_{9}^2}
UN_459_em_813	\lim_{y\rightarrow+\infty} H(0,y)=1
UN_121_em_449	R(t)=-72 \frac{4-\cos^2 t }{(8+\cos^2 t )^2}
UN_104_em_92	Y^aY^a+Y^5Y^5=5
UN_132_em_1107	A n \log n
UN_465_em_973	\sum 1=\infty
UN_103_em_53	(1-q_{12}^2)^2 (1-q_{13}^2)^2 (1-q_{23}^2)^2 (1 -q_{12}^2 q_{13}^2 q_{23}^2)
UN_124_em_524	\sqrt{\alpha +c}
UN_127_em_598	dx^2_{2}=dx^2_{q+1}+dx^2_{q+2}
UN_464_em_947	[2] [3] = [2] + [4]
UN_456_em_726	|\frac{\cos(x)-1}{x}|=|\frac{\cos(|x|)-1}{|x|}|
UN_453_em_652	A_j=\sqrt{j(j+1)}
UN_106_em_141	\int (a+b)=\int a+\int b
UN_104_em_85	w^2=(w_1)^2 +(w_2)^2
UN_109_em_204	2^{-7/9} 3^{-1/3}
UN_464_em_939	\lim_{x \rightarrow 0}o(x) = 0
UN_465_em_961	\frac{767}{128(k+8)}+ \frac{1}{128k}
UN_453_em_661	\frac{f}{2\sin\theta}
UN_451_em_605	x^0x^1x^2x^3
UN_125_em_559	10\div30
UN_106_em_149	\sum (x^i)^2=(x^0)^2
UN_103_em_57	8n-8=8-8=0
UN_120_em_420	[a] \times [b]
UN_120_em_427	-b\leq x(p) \leq b
UN_462_em_890	10^{\sqrt{N\log N}}
UN_451_em_623	y=\cos^2 x
UN_133_em_1122	d^{p+1}x =d^{p}ydx
UN_124_em_537	\frac{3}{4}(1\pm 4\sqrt{3}c+4c^2)
UN_463_em_916	A(t) = \sin(t)
UN_120_em_433	u\times u
UN_104_em_77	a(t_i(n)) \div n
UN_125_em_560	z=\cos{2x}
UN_120_em_428	(33)^3(73)
UN_454_em_681	v_xv_yv_z
UN_457_em_764	\frac{u_1+u_2+1}{u_1u_2}
UN_464_em_933	\sum n_i
UN_466_em_990	c^a \left( x \right) = c_1^a \left( x \right) - A_0^a\left( x \right)
UN_116_em_333	\sqrt{-\Delta c}
UN_461_em_851	\sum_a n_a
UN_454_em_676	L=L_0+L_2+L_3+L_4
UN_463_em_913	F^{VV}_{min}(\beta + 2\pi i/N)(F^{VV}_{min}(\beta))^2 F^{VV}_{min}(\beta - 2\pi i /N)
UN_451_em_621	\mbox{V}_{p}
UN_127_em_596	f(x,y) = x (1-x) + y (1-y) -x y
UN_454_em_691	dx_6dx_7dx_8
UN_113_em_289	a\neq i
UN_465_em_964	x\geq \sqrt{-b}
UN_102_em_48	a = a_0 + a_1 + a_27632
UN_461_em_865	F_y=F_{aya^{-1}}
UN_465_em_965	F.G
UN_112_em_273	\left(\frac{5-\sqrt{5}}{5+\sqrt{5}} \right)^{\frac{3}{4}}
UN_110_em_243	\frac{(p+1)(p+2)}{2}+1
UN_461_em_866	4 = 1+1+1+1
UN_112_em_280	2\pi n=\int B
UN_104_em_79	x = -2 +\sqrt 3
UN_101_em_15	\frac{1}{\sqrt{\pi}}
UN_123_em_501	u_7=x_7\sqrt{x_4^4+x_5^4}
UN_108_em_178	k= \frac{1+a^m}{1-a^m}
UN_130_em_1050	\sqrt{-h}
UN_463_em_917	\int \sqrt{V}
UN_462_em_883	\frac{9+4\sqrt{3}}{33}
UN_120_em_438	c(w) = \sum_p c_{-p} w^p
UN_101_em_22	y=2x-\frac{c_{i}+c_{j}}{2}
UN_125_em_544	(x+y)^n
UN_462_em_894	t^{\frac {1}{ 2}} - t^{-\frac {1}{ 2}}
UN_454_em_690	3^7c^5-3^6c^4-2754c^3+702c^2
UN_131_em_1096	\infty + \infty
UN_108_em_181	\sqrt 3 (\sqrt 2)
UN_455_em_711	A_{o^\prime o^\prime c}
UN_461_em_864	(-1)^{w_6+w_7+w_8+w_9}
UN_128_em_1007	\frac{1}{3!}\left(\frac{3\sqrt{3}}{4}\right)^3
UN_109_em_218	u(x+b)=u(x-b)
UN_126_em_570	\cos (\frac{n}{R}X)
UN_126_em_579	\sum_iw_iF^i
UN_129_em_1049	x=\sqrt{2c}\cos\theta
UN_118_em_385	8 \times 8 \times 28
UN_124_em_520	p(n)=\sin\frac{n\pi}{k+2r-2}
UN_464_em_929	1_{1}+1_{2}+1_{3}+3_{1}+3_{2}
UN_456_em_725	x=x_4+ x
UN_457_em_753	\sin(\frac{\theta}{2})
UN_457_em_762	y^{p+1} + z^{p+1} = 1
UN_459_em_822	\frac{m}{s}\times\frac{n}{s}
UN_122_em_475	f_{abc} = f_{bca} = f_{cab}
UN_105_em_119	\sqrt 7+1
UN_134_em_1149	\sin z = 1
UN_129_em_1041	z^a=x^{2a-1}+ix^{2a}
UN_466_em_981	\frac{1}{16}, \frac{1}{16},\frac{1}{16},\frac{9}{16}
UN_459_em_800	-\frac{1}{24} \times \frac { 8}{3} \times 3 \times 2 \times 6 =-4
UN_110_em_241	V^{ab}=V^{(a+1)(b+1)}
UN_466_em_995	+2-2+2-2+\ldots
UN_130_em_1052	\tan\phi=B
UN_101_em_13	ds^2_{d+1} = - {dx}^2+{ds}^2_{d}
UN_451_em_620	+ 2 (- 2)
UN_122_em_474	y_7, y_8, y_9, y_{10}
UN_460_em_843	[x_2]-[x_1]
UN_109_em_216	\int \sqrt{g}R=8\pi
UN_119_em_416	(\sin\gamma,0,\cos\gamma)
UN_456_em_745	\sqrt{t} =\sqrt{x-4}
UN_110_em_225	\beta = 2 \cos(\frac{\pi}{5}) = \frac{1+\sqrt 5}{2}
UN_121_em_454	x^2 = x_1^2+ x_2^2 + x_3^2
UN_126_em_577	a , b \ldots 0\div d-1
UN_120_em_425	x\mbox{-}y
UN_465_em_970	x^2-zy^2+t^3-t z^{2n+1}=0
UN_125_em_562	\int d^2x A^2(x)
UN_457_em_763	\sqrt{-g_{(9)}}=\sqrt{-g_{(10)}}
UN_114_em_301	2n\pi+\frac{m-1}{m+1}\pi
UN_113_em_287	-\sqrt{2-\sqrt{2}}
UN_128_em_1019	a=a_0+a_1+\ldots
UN_465_em_952	k = \sum_i k_i = -\sum_y k_y
UN_455_em_707	\frac{7}{16}+9
UN_452_em_629	\lim_{r\rightarrow 0}c(r)
UN_118_em_386	-0.988
UN_455_em_702	\int dk
UN_459_em_808	v\log v
UN_107_em_170	[a(a+b)000(a+b)a]
UN_109_em_212	5 \times 5 \times\ldots \times 5
UN_454_em_692	\{ -\frac { 1}{2} y,-\frac{\sqrt{3}}{2} y,y^2,\frac{5}{12} y^2 \}
UN_460_em_848	a = a_0 + a_1 + \ldots+a_k
UN_122_em_484	x_0^2+x_1^2+x_2^2+x_3^2=1
UN_451_em_616	(x+y)^2 + 2 (xy -1)^2 = 0
UN_131_em_1092	\lim_{n \rightarrow \infty} n_c/n =1
UN_132_em_1112	x_o\leq x \leq L
UN_118_em_382	\forall a \in I
UN_126_em_574	\log(1-x)
UN_128_em_1023	x_1^{n_1} x_2^{n_2} x_3^{n_3} x_4^{n_4} x_5^{n_5} x_6^{n_6 }
UN_465_em_972	\frac{1}{\sqrt{3}}
UN_461_em_850	a^{op}b^{op}=(ba)^{op}
UN_454_em_683	X\rightarrow X
UN_111_em_252	x\rightarrow x-\frac {1}{ 5}(2(a+b)+c)
UN_110_em_246	\cos\frac{(a_{0}-a_{1})\pi}{2}
UN_109_em_202	2.0\times 1.0
UN_101_em_3	2\cos\alpha
UN_130_em_1071	\frac{9}{8}
UN_457_em_760	-0.5 \leq \log r \leq 0.5
UN_129_em_1028	\frac{\pi}{n}
UN_124_em_525	\{\infty\}
UN_120_em_426	\frac { 9}{4}
UN_108_em_189	f^{\frac{1}{3}}r \sin\theta
UN_462_em_886	q^2 = \tan \theta
UN_455_em_712	A = a^{\alpha_1\ldots\alpha_r} \gamma_{\alpha_1}\gamma_{\alpha_2} \ldots \gamma_{\alpha_r}
UN_454_em_686	f(s)=\frac{1}{1+e^{\frac{-1}{s-1}}e^{\frac{1}{t-s}}}
UN_458_em_786	x^6+\ldots
UN_118_em_372	|c|=|c_1|+|c_2|=0
UN_128_em_1015	nmax = \infty
UN_130_em_1068	\cos^2\left(t\sqrt{C}\right)=0
UN_117_em_351	-19.9469
UN_101_em_20	x \geq X
UN_101_em_23	y = -b^n+c^n-d^n
UN_459_em_802	(1+\sqrt{7})
UN_453_em_667	\frac{x}{x}
UN_459_em_809	f(x) = \sqrt{x}
UN_133_em_1129	r= \sqrt{(x^8)^2+(x^9)^2+(x^{10})^2}
UN_112_em_275	\sqrt{\frac{2}{9-3\sqrt{5}}}
UN_109_em_209	-\frac{1}{2\sqrt{3}}
UN_460_em_842	\sqrt{\frac{2}{\pi}}\cos{(t-\frac{3\pi}{4})}
UN_121_em_455	\int a = s \int b
UN_457_em_773	1 - \frac {1}{8} x^2 y^2 + \frac {1}{192} x^4 y^4- \frac {1}{9216} x^6 y^6 + o(y^8)
UN_465_em_951	m_1\leq m_2\leq\ldots m_n
UN_452_em_625	-0.901,-0.960, -0.979
UN_121_em_447	\int_{-\infty}^{\infty} dx \frac{d}{dx}f(x)=0
UN_465_em_971	b=\sqrt{x^ix^i}
UN_103_em_67	X^{6789}=-X^{6789}
UN_463_em_902	w_\infty^\infty
UN_102_em_37	F_y=F_{aya^{-1}}=a F_y a^{-1}
UN_127_em_586	z_1^5+z_2^5+z_3^5+z_4^5+z_5^5=0
UN_123_em_507	6+6
UN_117_em_352	2+1+1+1=2+(1+1+1)=3+2
UN_454_em_689	PxP=-x
UN_453_em_663	\sin^2 x \leq 1
UN_107_em_157	\sqrt{3\pm\sqrt{3}}
UN_460_em_828	\sin 2M=2\sin M\cos M
UN_462_em_882	\frac{1}{n+x}
UN_131_em_1079	\lim q_{n}=\alpha
UN_462_em_895	x\neq y
UN_114_em_308	-\frac{M^2}{4}\tan(\frac{p\pi}{2})
UN_101_em_7	\lim_{p\rightarrow\infty}f_p=0
UN_131_em_1087	\beta = \log( 2 \sqrt{\pi}) = 1.27
UN_120_em_431	y_1y_2y_3y_4y_5
UN_457_em_752	s \neq t
UN_125_em_561	b_0-b_1+b_{2k}
UN_120_em_441	r^m\sin(r)
UN_121_em_451	[2] = \frac{\sqrt 2}{\sqrt 3 -1}
UN_119_em_404	\frac{1}{3}n(n-1)(2n-1)
UN_119_em_401	(\sin x)^{-1}
UN_456_em_733	- 1 \div 3
UN_457_em_770	\frac{1}{(n+2)(n+1)}
UN_103_em_52	yx=qxy
UN_106_em_147	\sum\sum_{b<a}^N \lambda_a \lambda_b=\sum_{a=1}^N r_aq_a^2-\sum_{a=1}^N q_a^2 \sum_{b=1}^N r_b+\sum\sum_{b<a}^N r_br_a
UN_104_em_80	\frac h2\log h
UN_118_em_374	\frac{(n-1)(n+2)}{n(k+n)}+\frac{2}{nk}
UN_102_em_40	(2n+3)+n=3n+3
UN_133_em_1133	A.A
UN_466_em_999	\frac{9}{5}
UN_130_em_1060	x\rightarrow x
UN_110_em_249	f(x)=x\log|x|-x
UN_107_em_155	a^a_{bc}=b^a_{bc}
UN_460_em_834	0.54 \div 1.28
UN_460_em_830	\sqrt{\frac{11}{10}}
UN_457_em_768	x^2 + yz^2-z^{n+1} = 0
UN_462_em_892	\int dx_5\int dx_6
UN_458_em_777	f_1^3=f^3_2+f^3_3+f^3_1f^3_2f^3_3
UN_119_em_405	\int\sqrt{\gamma}
UN_457_em_767	-\log{ 2 }
UN_455_em_722	b = \sin \theta
UN_466_em_991	-\frac{1}{4}\tan(\frac{p\pi}{2})
UN_118_em_368	1.4\times 10^{-5}\pm 9\times 10^{-6}
UN_103_em_73	\frac{-11+\sqrt{221}}{10}
UN_466_em_989	(y_3^5)^4=y_1^5y_2^5 y_4^5 y_5 ^5 e^{-c_2}
UN_124_em_538	-2^{\frac{1}{4}}\left(\frac{5+\sqrt{5}}{5-\sqrt{5}} \right)^{\frac{1}{4}}
UN_110_em_238	(e_{1}e_{2}+e_{5}e_{4}+e_{6}e_{7})
UN_462_em_875	z=x+ip
UN_462_em_888	(xy+yx)/2
UN_462_em_878	h\times h
UN_120_em_430	\int d^d x \sqrt{-g} R^2
UN_454_em_677	|x+y|\geq |x|
UN_103_em_63	- (X^0)^2 + (X^1)^2 + (X^2)^2 + (X^3)^2 + (X^{4})^2 = \alpha_B^2
UN_106_em_140	x^{-1}\frac{d^{n-1}}{dx^{n-1}}
UN_117_em_365	h\log h
UN_128_em_1017	\cos^2 \theta
UN_454_em_698	(1 \div a)
UN_456_em_740	x_{-n}=\sqrt{n}(a-ib)
UN_462_em_899	\int dz
UN_112_em_281	r=\sqrt{(x^{1})^{2}+(x^{2})^{2}+(x^{3})^{2}}
UN_116_em_327	\frac{n-1}{2(k+n-2)}+\frac{1}{2k}
UN_107_em_154	\int dx_1dx_2
UN_122_em_487	-7^{-\frac{1}{2}}2^{-\frac{5}{4}}\left(\frac{5+\sqrt{5}}{5-\sqrt{5}} \right)^{\frac{1}{4}}
UN_463_em_922	\frac{1}{2}+\frac{1}{2}= 1
UN_103_em_74	\beta_1+\beta_2+\beta_3+\beta_4+\beta_5+\beta_6+\beta_7
UN_459_em_823	\sum_a j_a+1
UN_453_em_662	w(x) = f(x) x^{-1/4}\sqrt{x^3-1}
UN_114_em_299	- \frac {7}{480} \sqrt{30}
UN_102_em_44	d=\frac{a_0(t)b_0(t)}{a_0(0)b_0(0)}
UN_122_em_473	z={(\sin\frac {1}{2}\theta_{12}\sin\frac {1}{2}\theta_{34})}/{(\sin\frac {1}{2}\theta_{13}\sin\frac {1}{2}\theta_{24})}
UN_131_em_1082	\frac {0}{0}
UN_101_em_5	-8.8\times 10^{+7}
UN_106_em_130	c=\frac{3}{2}-\frac{12}{m(m+2)}
UN_116_em_328	b^{x} a^{y+n}
UN_110_em_226	\sin^2 x
UN_116_em_319	\frac {1}{6}(j+1)(j+2)(2j+3)
UN_106_em_143	2[(\frac { 1}{2} ,0) + (0,\frac { 1}{2})]
UN_456_em_746	A_{n}(x)=\frac{x^{n}}{n!}
UN_460_em_849	e^{\pi t(\frac{f^2}{2\pi^2}-\frac{f}{2\pi}+1)}
UN_133_em_1114	y = \tan \frac{\mu}{2}
UN_130_em_1072	xz = e^u+e^v+e^{-t-u+v}+1
UN_461_em_870	E=\tan{\alpha}
UN_133_em_1118	i=1\div N
UN_452_em_638	\int d^3 x d^3 y
UN_101_em_8	x = \cos (q)
UN_119_em_417	y\rightarrow \sqrt{n}y
UN_129_em_1027	\sum d_n =\sum d_x
UN_115_em_313	\lim_{n \rightarrow \infty} R_n = \infty
UN_458_em_784	9+9
UN_117_em_346	1 \div 10
UN_463_em_924	\cos\frac{(a_{0}+a_{1})\pi}{2}
UN_453_em_668	x^{2j+1}+ix^{2j+2}
UN_132_em_1104	\gamma = \cos{c}
UN_458_em_788	\frac{1}{2\sqrt{2-\sqrt{3}}}
UN_101_em_0	x^{2M}+x^{M-1}
UN_111_em_262	y^2=ax^4+4bx^3+6cx^2+4dx+e
UN_124_em_532	41 \times 40 \times 6 \times 6
UN_116_em_337	q=\lim_{x\rightarrow\infty}g(x)
UN_132_em_1105	z=\sqrt{\frac{m}{2}}(x+iy)
UN_123_em_511	\lim_{i\rightarrow\infty}p_ip_i=\infty
UN_102_em_28	\exists g\in G
UN_106_em_144	z_1 z_2+z_1 z_3+z_1 z_4+z_2 z_3
UN_101_em_9	t \times t=1+t
UN_102_em_34	\int a(x) d^2x=\int b(x) d^2x=0
UN_452_em_646	1+\frac{1}{z}\sin z\cos (z+2\alpha _{1})=2\int_{0}^{1}dx \cos^{2}(zx+\alpha _{1})
UN_122_em_471	s = -1 - \sqrt{1 - \frac{\alpha^2}{4}}
UN_452_em_639	\mbox{T}^n
UN_110_em_231	x^1+x^3+x^5=b
UN_119_em_399	\infty\times\infty
UN_101_em_4	\frac{dA^{-1}}{dx} = - A^{-1}\frac{dA}{dx} A^{-1}
UN_455_em_716	8.0777
UN_463_em_914	x_0^2+x_1^2+x_2^2+x_3^2
UN_105_em_113	y=x_0-x
UN_460_em_836	\sigma\sigma\sigma
UN_455_em_718	(\frac{1}{18},\frac{1}{18})
UN_125_em_549	\frac {1}{2}p^2+\frac {1}{2}m^2x^2+gx^4
UN_121_em_452	f - l + e_1 + e_7 + e_8 + e_9
UN_455_em_719	\frac{1}{g}(g-B)\frac{1}{g+B}
UN_131_em_1078	\log|\sin q|
UN_124_em_536	\int d^p x \sqrt{g}
UN_107_em_165	-n+p+j
UN_108_em_194	y(r)= 7r^{\frac{73}{95}}+5r^{\sqrt 5}+3r^{\pi}+r^{2\sqrt 5}+3r^{\frac{77}{5}}
UN_102_em_26	\sum_{i=0}^{n-1}{t^i}=\frac{ 1-t^n}{1-t}
UN_121_em_460	(\frac { 8}{9},\frac { 8}{9})
UN_462_em_884	\sum SS=S
UN_129_em_1038	f - e_j + e_1 + e_9
UN_124_em_529	\lim_{n \rightarrow +\infty} B_n = I
UN_451_em_611	Y \rightarrow Y
UN_131_em_1076	[a(a+b)cdc(a+b)a]
UN_115_em_314	y\geq x\geq0
UN_106_em_142	[C[-1]] + [B] = [A]
UN_466_em_977	a=a_0+a_1+a_k+\ldots
UN_455_em_714	\frac{1}{\sqrt{l}}
UN_465_em_967	f= \sum_i{ f(x_a-x_a^{(i)})}
UN_464_em_941	x^2+y^2+(z-bt)((z+at)^2-t^{2n+1})=0
UN_133_em_1123	c=c_1+c_2
UN_453_em_654	2c = \sqrt{6}-\sqrt{3}
UN_119_em_393	y \geq y_1
UN_462_em_877	\sum_{n=0}^\infty (-x)^n = (1+x)^{-1}
UN_109_em_211	\mbox{w}_3
UN_457_em_765	[x]{+}[y]{+}[z]
UN_105_em_110	\int f(x) dx
UN_457_em_771	\frac 1 2 n(n+1)-n=\frac 1 2 n(n-1)
UN_126_em_568	4_a4_b+4_b4_a
UN_118_em_388	F(y(r))e^{-y(r)}
UN_458_em_787	(1)+(6+6)+(1+3 \times 6)=32
UN_128_em_1024	\frac{{q^2 \sqrt \pi}}{{2g}}\sqrt {\frac{a - 1}{{a}}}
UN_110_em_248	\frac{1}{\sqrt{N}}
UN_134_em_1145	\sqrt{3+\sqrt{3}}
UN_457_em_772	(\frac{1}{8},\frac{1}{8})
UN_105_em_121	e_{+3}
UN_105_em_116	e_{3,4}, f_{3,4}, g_{3,4}
UN_458_em_778	G^{abcd}=(\sqrt{h}/2)(h^{ac} h^{bd}+h^{ad} h^{bc}-2 h^{ab} h^{cd})
UN_120_em_421	\frac{1}{2\pi}\int F
UN_466_em_987	\mbox{Tr} \left( A^a A^b A^c A^d \right)
UN_107_em_172	\cos kx
UN_123_em_513	A\times A
UN_121_em_443	F_{12}=-F_{21}=-\tan \theta
UN_462_em_879	\frac{1}{3!}
UN_107_em_174	-\frac {247}{3840} \sqrt{30}
UN_124_em_542	-\frac{7}{675}\sqrt{5}
UN_456_em_742	\forall i,j,k
UN_103_em_66	7+5+3+3=18= 3 \times (5+1)
UN_101_em_11	a_n=\frac{-i\sqrt{n}}{2}(q_n+i\frac{2}{n}p_n)
UN_108_em_197	|z_1|^2+|z_2|^2+|z_3|^2=1
UN_453_em_657	[a] \times [a] \times [b]
UN_106_em_129	1.1+ 0.01 i
UN_457_em_758	\sqrt{-g}
UN_107_em_158	\sum_n\int dx
UN_117_em_358	E \geq 1+\pi\sqrt{\alpha/8}=1.3309
UN_130_em_1055	E=E_E+\frac{1}{2} E_C
UN_466_em_979	w=\tan \beta
UN_128_em_1018	\lim_{l\rightarrow \infty } f_l = v
UN_120_em_434	\sqrt{\theta}a
UN_451_em_610	\mbox{M}_5
UN_458_em_790	\frac{n-1}{2(k+n-2)}+\frac{1}{k+2}
